Dataset,N,Node,H_norm,max_prob,tau_v,Decision,tau_max_dynamic,tau_min_dynamic
CS,18333,12178,0.001982,0.999499,0.882983,Keep original,0.883346,0.7
CS,18333,12179,0.073184,0.968596,0.869928,Keep original,0.883346,0.7
CS,18333,12180,0.281943,0.514002,0.831653,Accept refinement,0.883346,0.7
CS,18333,12181,0.06206,0.975464,0.871968,Keep original,0.883346,0.7
CS,18333,12182,0.000323,0.999925,0.883287,Keep original,0.883346,0.7
CS,18333,12183,0.009703,0.997048,0.881567,Keep original,0.883346,0.7
CS,18333,12184,0.07426,0.95191,0.869731,Keep original,0.883346,0.7
CS,18333,12185,0.015112,0.993786,0.880575,Keep original,0.883346,0.7
CS,18333,12186,0.047384,0.980202,0.874658,Keep original,0.883346,0.7
CS,18333,12187,0.079656,0.967176,0.868742,Keep original,0.883346,0.7
CS,18333,12188,0.083203,0.959968,0.868091,Keep original,0.883346,0.7
CS,18333,12189,0.152188,0.856952,0.855443,Keep original,0.883346,0.7
CS,18333,12190,0.035015,0.9838,0.876926,Keep original,0.883346,0.7
CS,18333,12191,0.000953,0.999742,0.883171,Keep original,0.883346,0.7
CS,18333,12192,0.142395,0.881762,0.857238,Keep original,0.883346,0.7
CS,18333,12193,0.180851,0.887931,0.850188,Keep original,0.883346,0.7
CS,18333,12194,0.002622,0.9993,0.882865,Keep original,0.883346,0.7
CS,18333,12195,0.001009,0.999762,0.883161,Keep original,0.883346,0.7
CS,18333,12196,0.004795,0.998583,0.882467,Keep original,0.883346,0.7
CS,18333,12197,0.221527,0.894419,0.84273,Keep original,0.883346,0.7
CS,18333,12198,0.096166,0.953824,0.865714,Keep original,0.883346,0.7
CS,18333,12199,0.182571,0.916154,0.849872,Keep original,0.883346,0.7
CS,18333,12200,0.000141,0.999971,0.88332,Keep original,0.883346,0.7
CS,18333,12201,0.016949,0.993686,0.880239,Keep original,0.883346,0.7
CS,18333,12202,0.002573,0.999328,0.882874,Keep original,0.883346,0.7
CS,18333,12203,0.241321,0.86847,0.839101,Keep original,0.883346,0.7
CS,18333,12204,0.005623,0.998032,0.882315,Keep original,0.883346,0.7
CS,18333,12205,0.587459,0.495797,0.775638,Accept refinement,0.883346,0.7
CS,18333,12206,1e-05,0.999998,0.883344,Keep original,0.883346,0.7
CS,18333,12207,0.058816,0.975447,0.872562,Keep original,0.883346,0.7
CS,18333,12208,0.016504,0.994136,0.88032,Keep original,0.883346,0.7
CS,18333,12209,0.107933,0.948606,0.863557,Keep original,0.883346,0.7
CS,18333,12210,0.492009,0.618483,0.793138,Accept refinement,0.883346,0.7
CS,18333,12211,0.05528,0.976445,0.873211,Keep original,0.883346,0.7
CS,18333,12212,0.037598,0.982428,0.876453,Keep original,0.883346,0.7
CS,18333,12213,9.9e-05,0.99998,0.883328,Keep original,0.883346,0.7
CS,18333,12214,0.045319,0.979248,0.875037,Keep original,0.883346,0.7
CS,18333,12215,0.072544,0.961633,0.870045,Keep original,0.883346,0.7
CS,18333,12216,0.193054,0.870926,0.84795,Keep original,0.883346,0.7
CS,18333,12217,0.0066,0.997906,0.882136,Keep original,0.883346,0.7
CS,18333,12218,0.240748,0.680653,0.839206,Accept refinement,0.883346,0.7
CS,18333,12219,0.013652,0.994942,0.880843,Keep original,0.883346,0.7
CS,18333,12220,0.170593,0.918364,0.852068,Keep original,0.883346,0.7
CS,18333,12221,0.303526,0.843736,0.827696,Keep original,0.883346,0.7
CS,18333,12222,0.000882,0.999797,0.883184,Keep original,0.883346,0.7
CS,18333,12223,0.057773,0.971326,0.872754,Keep original,0.883346,0.7
CS,18333,12224,0.190391,0.891172,0.848439,Keep original,0.883346,0.7
CS,18333,12225,7.2e-05,0.999986,0.883333,Keep original,0.883346,0.7
CS,18333,12226,0.546383,0.640486,0.783169,Accept refinement,0.883346,0.7
CS,18333,12227,0.001648,0.999537,0.883044,Keep original,0.883346,0.7
CS,18333,12228,0.012692,0.995715,0.881019,Keep original,0.883346,0.7
CS,18333,12229,0.097233,0.947336,0.865519,Keep original,0.883346,0.7
CS,18333,12230,0.133025,0.942438,0.858956,Keep original,0.883346,0.7
CS,18333,12231,7e-06,0.999999,0.883345,Keep original,0.883346,0.7
CS,18333,12232,0.197243,0.802529,0.847182,Accept refinement,0.883346,0.7
CS,18333,12233,0.002291,0.999321,0.882926,Keep original,0.883346,0.7
CS,18333,12234,0.22309,0.867773,0.842443,Keep original,0.883346,0.7
CS,18333,12235,0.098274,0.958297,0.865328,Keep original,0.883346,0.7
CS,18333,12236,0.023041,0.989485,0.879122,Keep original,0.883346,0.7
CS,18333,12237,0.010541,0.996772,0.881413,Keep original,0.883346,0.7
CS,18333,12238,0.004127,0.998775,0.882589,Keep original,0.883346,0.7
CS,18333,12239,0.003446,0.999056,0.882714,Keep original,0.883346,0.7
CS,18333,12240,0.041707,0.981313,0.875699,Keep original,0.883346,0.7
CS,18333,12241,0.006329,0.998156,0.882186,Keep original,0.883346,0.7
CS,18333,12242,0.000287,0.999939,0.883293,Keep original,0.883346,0.7
CS,18333,12243,0.279308,0.499428,0.832136,Accept refinement,0.883346,0.7
CS,18333,12244,0.006395,0.997568,0.882174,Keep original,0.883346,0.7
CS,18333,12245,0.005662,0.998387,0.882308,Keep original,0.883346,0.7
CS,18333,12246,0.006699,0.998093,0.882118,Keep original,0.883346,0.7
CS,18333,12247,0.313221,0.562,0.825918,Accept refinement,0.883346,0.7
CS,18333,12248,0.056444,0.979196,0.872997,Keep original,0.883346,0.7
CS,18333,12249,0.002666,0.999317,0.882857,Keep original,0.883346,0.7
CS,18333,12250,0.012817,0.995271,0.880996,Keep original,0.883346,0.7
CS,18333,12251,0.120082,0.93286,0.86133,Keep original,0.883346,0.7
CS,18333,12252,0.006496,0.997553,0.882155,Keep original,0.883346,0.7
CS,18333,12253,0.004308,0.998466,0.882556,Keep original,0.883346,0.7
CS,18333,12254,0.054956,0.977046,0.87327,Keep original,0.883346,0.7
CS,18333,12255,0.399564,0.51271,0.810088,Accept refinement,0.883346,0.7
CS,18333,12256,0.110657,0.926133,0.863058,Keep original,0.883346,0.7
CS,18333,12257,0.00019,0.999961,0.883311,Keep original,0.883346,0.7
CS,18333,12258,0.000962,0.999776,0.88317,Keep original,0.883346,0.7
CS,18333,12259,1e-06,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,12260,0.022357,0.992455,0.879247,Keep original,0.883346,0.7
CS,18333,12261,0.491453,0.614814,0.79324,Accept refinement,0.883346,0.7
CS,18333,12262,0.004869,0.998201,0.882453,Keep original,0.883346,0.7
CS,18333,12263,0.45943,0.61292,0.799111,Accept refinement,0.883346,0.7
CS,18333,12264,0.018269,0.993879,0.879996,Keep original,0.883346,0.7
CS,18333,12265,0.729753,0.357955,0.749549,Accept refinement,0.883346,0.7
CS,18333,12266,0.012095,0.996171,0.881129,Keep original,0.883346,0.7
CS,18333,12267,0.115616,0.944237,0.862148,Keep original,0.883346,0.7
CS,18333,12268,0.227241,0.861977,0.841682,Keep original,0.883346,0.7
CS,18333,12269,0.395507,0.717633,0.810831,Accept refinement,0.883346,0.7
CS,18333,12270,0.023157,0.991671,0.8791,Keep original,0.883346,0.7
CS,18333,12271,0.000569,0.99987,0.883242,Keep original,0.883346,0.7
CS,18333,12272,0.020051,0.993311,0.87967,Keep original,0.883346,0.7
CS,18333,12273,0.016708,0.993018,0.880283,Keep original,0.883346,0.7
CS,18333,12274,0.001212,0.999701,0.883124,Keep original,0.883346,0.7
CS,18333,12275,0.004552,0.998713,0.882511,Keep original,0.883346,0.7
CS,18333,12276,0.001789,0.99946,0.883018,Keep original,0.883346,0.7
CS,18333,12277,0.000832,0.999783,0.883194,Keep original,0.883346,0.7
CS,18333,12278,0.000981,0.999731,0.883166,Keep original,0.883346,0.7
CS,18333,12279,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,12280,0.04348,0.979949,0.875374,Keep original,0.883346,0.7
CS,18333,12281,0.024186,0.990509,0.878912,Keep original,0.883346,0.7
CS,18333,12282,0.07184,0.970908,0.870174,Keep original,0.883346,0.7
CS,18333,12283,0.027394,0.990421,0.878323,Keep original,0.883346,0.7
CS,18333,12284,0.00155,0.999524,0.883062,Keep original,0.883346,0.7
CS,18333,12285,0.000918,0.999753,0.883178,Keep original,0.883346,0.7
CS,18333,12286,0.122776,0.92352,0.860836,Keep original,0.883346,0.7
CS,18333,12287,0.000157,0.999968,0.883317,Keep original,0.883346,0.7
CS,18333,12288,0.015079,0.99481,0.880581,Keep original,0.883346,0.7
CS,18333,12289,0.066101,0.974725,0.871227,Keep original,0.883346,0.7
CS,18333,12290,0.259613,0.818411,0.835747,Accept refinement,0.883346,0.7
CS,18333,12291,0.36799,0.773862,0.815877,Accept refinement,0.883346,0.7
CS,18333,12292,0.002599,0.999241,0.882869,Keep original,0.883346,0.7
CS,18333,12293,0.000562,0.999863,0.883243,Keep original,0.883346,0.7
CS,18333,12294,0.262065,0.825338,0.835297,Accept refinement,0.883346,0.7
CS,18333,12295,4.6e-05,0.999991,0.883338,Keep original,0.883346,0.7
CS,18333,12296,0.240753,0.85856,0.839205,Keep original,0.883346,0.7
CS,18333,12297,0.000288,0.999938,0.883293,Keep original,0.883346,0.7
CS,18333,12298,0.005104,0.998161,0.88241,Keep original,0.883346,0.7
CS,18333,12299,0.017673,0.99413,0.880106,Keep original,0.883346,0.7
CS,18333,12300,0.000922,0.999737,0.883177,Keep original,0.883346,0.7
CS,18333,12301,0.359891,0.526114,0.817362,Accept refinement,0.883346,0.7
CS,18333,12302,0.000704,0.999818,0.883217,Keep original,0.883346,0.7
CS,18333,12303,0.033728,0.98797,0.877162,Keep original,0.883346,0.7
CS,18333,12304,0.108359,0.948828,0.863479,Keep original,0.883346,0.7
CS,18333,12305,0.009272,0.997155,0.881646,Keep original,0.883346,0.7
CS,18333,12306,0.00019,0.999961,0.883311,Keep original,0.883346,0.7
CS,18333,12307,0.055465,0.970953,0.873177,Keep original,0.883346,0.7
CS,18333,12308,0.064362,0.973122,0.871546,Keep original,0.883346,0.7
CS,18333,12309,0.023438,0.991905,0.879049,Keep original,0.883346,0.7
CS,18333,12310,0.204616,0.891694,0.845831,Keep original,0.883346,0.7
CS,18333,12311,0.007311,0.997616,0.882006,Keep original,0.883346,0.7
CS,18333,12312,0.097183,0.960264,0.865528,Keep original,0.883346,0.7
CS,18333,12313,6e-06,0.999999,0.883345,Keep original,0.883346,0.7
CS,18333,12314,0.004361,0.998747,0.882546,Keep original,0.883346,0.7
CS,18333,12315,0.095629,0.956774,0.865813,Keep original,0.883346,0.7
CS,18333,12316,0.000212,0.999956,0.883307,Keep original,0.883346,0.7
CS,18333,12317,0.392915,0.533198,0.811307,Accept refinement,0.883346,0.7
CS,18333,12318,0.04754,0.980867,0.87463,Keep original,0.883346,0.7
CS,18333,12319,0.024122,0.991905,0.878923,Keep original,0.883346,0.7
CS,18333,12320,0.103097,0.94849,0.864444,Keep original,0.883346,0.7
CS,18333,12321,0.315893,0.790256,0.825428,Accept refinement,0.883346,0.7
CS,18333,12322,0.004929,0.998433,0.882442,Keep original,0.883346,0.7
CS,18333,12323,0.002224,0.999283,0.882938,Keep original,0.883346,0.7
CS,18333,12324,0.045296,0.981001,0.875041,Keep original,0.883346,0.7
CS,18333,12325,2.9e-05,0.999994,0.883341,Keep original,0.883346,0.7
CS,18333,12326,0.001138,0.999679,0.883137,Keep original,0.883346,0.7
CS,18333,12327,0.004707,0.99873,0.882483,Keep original,0.883346,0.7
CS,18333,12328,0.016344,0.994158,0.880349,Keep original,0.883346,0.7
CS,18333,12329,0.33927,0.821397,0.821142,Keep original,0.883346,0.7
CS,18333,12330,0.129156,0.928599,0.859666,Keep original,0.883346,0.7
CS,18333,12331,0.00634,0.998157,0.882184,Keep original,0.883346,0.7
CS,18333,12332,0.002077,0.999418,0.882965,Keep original,0.883346,0.7
CS,18333,12333,0.000329,0.999924,0.883286,Keep original,0.883346,0.7
CS,18333,12334,0.023712,0.992115,0.878999,Keep original,0.883346,0.7
CS,18333,12335,0.091095,0.950714,0.866644,Keep original,0.883346,0.7
CS,18333,12336,0.022348,0.989085,0.879249,Keep original,0.883346,0.7
CS,18333,12337,0.216549,0.784695,0.843643,Accept refinement,0.883346,0.7
CS,18333,12338,0.000122,0.999975,0.883324,Keep original,0.883346,0.7
CS,18333,12339,0.001533,0.999628,0.883065,Keep original,0.883346,0.7
CS,18333,12340,0.004123,0.998878,0.88259,Keep original,0.883346,0.7
CS,18333,12341,0.009505,0.997013,0.881603,Keep original,0.883346,0.7
CS,18333,12342,0.155176,0.914641,0.854895,Keep original,0.883346,0.7
CS,18333,12343,5.5e-05,0.999988,0.883336,Keep original,0.883346,0.7
CS,18333,12344,0.001026,0.999753,0.883158,Keep original,0.883346,0.7
CS,18333,12345,0.12598,0.895363,0.860248,Keep original,0.883346,0.7
CS,18333,12346,0.00045,0.99989,0.883264,Keep original,0.883346,0.7
CS,18333,12347,0.009227,0.997217,0.881654,Keep original,0.883346,0.7
CS,18333,12348,0.126947,0.93913,0.860071,Keep original,0.883346,0.7
CS,18333,12349,0.016484,0.993882,0.880324,Keep original,0.883346,0.7
CS,18333,12350,0.004092,0.998588,0.882596,Keep original,0.883346,0.7
CS,18333,12351,0.030882,0.989542,0.877684,Keep original,0.883346,0.7
CS,18333,12352,0.048728,0.977218,0.874412,Keep original,0.883346,0.7
CS,18333,12353,0.228983,0.75875,0.841363,Accept refinement,0.883346,0.7
CS,18333,12354,0.208032,0.821216,0.845204,Accept refinement,0.883346,0.7
CS,18333,12355,0.011328,0.996429,0.881269,Keep original,0.883346,0.7
CS,18333,12356,0.15195,0.931796,0.855487,Keep original,0.883346,0.7
CS,18333,12357,0.196634,0.802685,0.847294,Accept refinement,0.883346,0.7
CS,18333,12358,0.00072,0.999823,0.883214,Keep original,0.883346,0.7
CS,18333,12359,0.163419,0.854481,0.853384,Keep original,0.883346,0.7
CS,18333,12360,0.014053,0.99545,0.88077,Keep original,0.883346,0.7
CS,18333,12361,0.046179,0.973056,0.874879,Keep original,0.883346,0.7
CS,18333,12362,0.001269,0.999693,0.883113,Keep original,0.883346,0.7
CS,18333,12363,0.014121,0.995664,0.880757,Keep original,0.883346,0.7
CS,18333,12364,0.072362,0.953281,0.870079,Keep original,0.883346,0.7
CS,18333,12365,0.002133,0.999366,0.882955,Keep original,0.883346,0.7
CS,18333,12366,1e-06,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,12367,0.001237,0.999659,0.883119,Keep original,0.883346,0.7
CS,18333,12368,0.801405,0.373778,0.736412,Accept refinement,0.883346,0.7
CS,18333,12369,0.000652,0.999849,0.883227,Keep original,0.883346,0.7
CS,18333,12370,0.424141,0.719597,0.805581,Accept refinement,0.883346,0.7
CS,18333,12371,0.039756,0.981586,0.876057,Keep original,0.883346,0.7
CS,18333,12372,0.105097,0.952278,0.864077,Keep original,0.883346,0.7
CS,18333,12373,0.032764,0.988853,0.877339,Keep original,0.883346,0.7
CS,18333,12374,0.000429,0.999906,0.883267,Keep original,0.883346,0.7
CS,18333,12375,0.825352,0.330258,0.732021,Accept refinement,0.883346,0.7
CS,18333,12376,0.003283,0.999107,0.882744,Keep original,0.883346,0.7
CS,18333,12377,3e-05,0.999994,0.883341,Keep original,0.883346,0.7
CS,18333,12378,3.6e-05,0.999992,0.88334,Keep original,0.883346,0.7
CS,18333,12379,0.00696,0.998046,0.88207,Keep original,0.883346,0.7
CS,18333,12380,0.021922,0.992892,0.879327,Keep original,0.883346,0.7
CS,18333,12381,0.004426,0.998561,0.882535,Keep original,0.883346,0.7
CS,18333,12382,0.511166,0.58213,0.789626,Accept refinement,0.883346,0.7
CS,18333,12383,0.014087,0.994354,0.880763,Keep original,0.883346,0.7
CS,18333,12384,0.023939,0.989986,0.878957,Keep original,0.883346,0.7
CS,18333,12385,0.057352,0.97876,0.872831,Keep original,0.883346,0.7
CS,18333,12386,0.038797,0.984454,0.876233,Keep original,0.883346,0.7
CS,18333,12387,0.014449,0.994782,0.880697,Keep original,0.883346,0.7
CS,18333,12388,0.064299,0.964122,0.871557,Keep original,0.883346,0.7
CS,18333,12389,0.004488,0.998758,0.882523,Keep original,0.883346,0.7
CS,18333,12390,0.040736,0.983216,0.875877,Keep original,0.883346,0.7
CS,18333,12391,0.031263,0.989252,0.877614,Keep original,0.883346,0.7
CS,18333,12392,0.069934,0.970841,0.870524,Keep original,0.883346,0.7
CS,18333,12393,0.012707,0.996008,0.881016,Keep original,0.883346,0.7
CS,18333,12394,0.032814,0.988567,0.87733,Keep original,0.883346,0.7
CS,18333,12395,0.000496,0.99988,0.883255,Keep original,0.883346,0.7
CS,18333,12396,0.118017,0.922689,0.861708,Keep original,0.883346,0.7
CS,18333,12397,0.228702,0.887167,0.841415,Keep original,0.883346,0.7
CS,18333,12398,0.000361,0.999923,0.88328,Keep original,0.883346,0.7
CS,18333,12399,0.272598,0.819986,0.833366,Accept refinement,0.883346,0.7
CS,18333,12400,0.1606,0.916102,0.853901,Keep original,0.883346,0.7
CS,18333,12401,0.393668,0.531847,0.811169,Accept refinement,0.883346,0.7
CS,18333,12402,0.00482,0.998384,0.882462,Keep original,0.883346,0.7
CS,18333,12403,0.001414,0.99959,0.883087,Keep original,0.883346,0.7
CS,18333,12404,0.047042,0.973559,0.874721,Keep original,0.883346,0.7
CS,18333,12405,0.083086,0.964234,0.868113,Keep original,0.883346,0.7
CS,18333,12406,0.000508,0.999887,0.883253,Keep original,0.883346,0.7
CS,18333,12407,0.005913,0.998283,0.882262,Keep original,0.883346,0.7
CS,18333,12408,0.126103,0.940271,0.860226,Keep original,0.883346,0.7
CS,18333,12409,0.075252,0.965367,0.869549,Keep original,0.883346,0.7
CS,18333,12410,0.097604,0.948513,0.865451,Keep original,0.883346,0.7
CS,18333,12411,3.5e-05,0.999993,0.88334,Keep original,0.883346,0.7
CS,18333,12412,0.016371,0.994733,0.880345,Keep original,0.883346,0.7
CS,18333,12413,0.018401,0.991506,0.879972,Keep original,0.883346,0.7
CS,18333,12414,6.4e-05,0.999986,0.883334,Keep original,0.883346,0.7
CS,18333,12415,0.005977,0.998349,0.88225,Keep original,0.883346,0.7
CS,18333,12416,0.013651,0.99425,0.880843,Keep original,0.883346,0.7
CS,18333,12417,0.010482,0.996637,0.881424,Keep original,0.883346,0.7
CS,18333,12418,0.002852,0.999266,0.882823,Keep original,0.883346,0.7
CS,18333,12419,0.070406,0.969362,0.870437,Keep original,0.883346,0.7
CS,18333,12420,0.15591,0.923048,0.854761,Keep original,0.883346,0.7
CS,18333,12421,0.025435,0.988406,0.878683,Keep original,0.883346,0.7
CS,18333,12422,9e-06,0.999998,0.883344,Keep original,0.883346,0.7
CS,18333,12423,0.053883,0.978424,0.873467,Keep original,0.883346,0.7
CS,18333,12424,0.06382,0.967427,0.871645,Keep original,0.883346,0.7
CS,18333,12425,0.002745,0.999098,0.882843,Keep original,0.883346,0.7
CS,18333,12426,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,12427,0.01465,0.994995,0.88066,Keep original,0.883346,0.7
CS,18333,12428,0.047138,0.982829,0.874703,Keep original,0.883346,0.7
CS,18333,12429,0.024311,0.990215,0.878889,Keep original,0.883346,0.7
CS,18333,12430,0.000612,0.999844,0.883234,Keep original,0.883346,0.7
CS,18333,12431,0.048903,0.973219,0.87438,Keep original,0.883346,0.7
CS,18333,12432,0.035187,0.981474,0.876895,Keep original,0.883346,0.7
CS,18333,12433,0.012291,0.99506,0.881092,Keep original,0.883346,0.7
CS,18333,12434,0.036732,0.98515,0.876611,Keep original,0.883346,0.7
CS,18333,12435,0.012427,0.995119,0.881068,Keep original,0.883346,0.7
CS,18333,12436,0.189501,0.884308,0.848602,Keep original,0.883346,0.7
CS,18333,12437,0.321067,0.741464,0.82448,Accept refinement,0.883346,0.7
CS,18333,12438,0.019487,0.99372,0.879773,Keep original,0.883346,0.7
CS,18333,12439,0.059171,0.976152,0.872497,Keep original,0.883346,0.7
CS,18333,12440,0.00732,0.997728,0.882004,Keep original,0.883346,0.7
CS,18333,12441,0.008232,0.997625,0.881837,Keep original,0.883346,0.7
CS,18333,12442,7.8e-05,0.999985,0.883332,Keep original,0.883346,0.7
CS,18333,12443,0.09595,0.946352,0.865754,Keep original,0.883346,0.7
CS,18333,12444,4.7e-05,0.99999,0.883337,Keep original,0.883346,0.7
CS,18333,12445,0.016452,0.994444,0.88033,Keep original,0.883346,0.7
CS,18333,12446,0.156957,0.87222,0.854569,Keep original,0.883346,0.7
CS,18333,12447,0.344904,0.603701,0.820109,Accept refinement,0.883346,0.7
CS,18333,12448,0.008428,0.997451,0.881801,Keep original,0.883346,0.7
CS,18333,12449,0.031824,0.988895,0.877511,Keep original,0.883346,0.7
CS,18333,12450,0.009531,0.996933,0.881599,Keep original,0.883346,0.7
CS,18333,12451,0.007745,0.99758,0.881926,Keep original,0.883346,0.7
CS,18333,12452,0.001631,0.999489,0.883047,Keep original,0.883346,0.7
CS,18333,12453,0.003535,0.999058,0.882698,Keep original,0.883346,0.7
CS,18333,12454,0.00018,0.999963,0.883313,Keep original,0.883346,0.7
CS,18333,12455,0.008892,0.997364,0.881716,Keep original,0.883346,0.7
CS,18333,12456,0.000299,0.999924,0.883291,Keep original,0.883346,0.7
CS,18333,12457,8e-06,0.999999,0.883345,Keep original,0.883346,0.7
CS,18333,12458,0.218904,0.806674,0.843211,Accept refinement,0.883346,0.7
CS,18333,12459,7e-06,0.999999,0.883345,Keep original,0.883346,0.7
CS,18333,12460,0.081972,0.966413,0.868317,Keep original,0.883346,0.7
CS,18333,12461,0.24908,0.867682,0.837678,Keep original,0.883346,0.7
CS,18333,12462,0.026537,0.988432,0.878481,Keep original,0.883346,0.7
CS,18333,12463,0.080612,0.958537,0.868566,Keep original,0.883346,0.7
CS,18333,12464,0.07092,0.972209,0.870343,Keep original,0.883346,0.7
CS,18333,12465,0.00291,0.999073,0.882812,Keep original,0.883346,0.7
CS,18333,12466,0.003054,0.999036,0.882786,Keep original,0.883346,0.7
CS,18333,12467,0.025254,0.988929,0.878716,Keep original,0.883346,0.7
CS,18333,12468,0.044106,0.981009,0.875259,Keep original,0.883346,0.7
CS,18333,12469,0.237608,0.754573,0.839782,Accept refinement,0.883346,0.7
CS,18333,12470,0.004007,0.9988,0.882612,Keep original,0.883346,0.7
CS,18333,12471,0.080344,0.959887,0.868615,Keep original,0.883346,0.7
CS,18333,12472,0.406522,0.443654,0.808812,Accept refinement,0.883346,0.7
CS,18333,12473,9.8e-05,0.999981,0.883328,Keep original,0.883346,0.7
CS,18333,12474,0.000187,0.99996,0.883312,Keep original,0.883346,0.7
CS,18333,12475,0.320366,0.700222,0.824608,Accept refinement,0.883346,0.7
CS,18333,12476,0.004385,0.998718,0.882542,Keep original,0.883346,0.7
CS,18333,12477,0.006866,0.997967,0.882087,Keep original,0.883346,0.7
CS,18333,12478,0.000683,0.999842,0.883221,Keep original,0.883346,0.7
CS,18333,12479,0.60479,0.49383,0.77246,Accept refinement,0.883346,0.7
CS,18333,12480,0.127521,0.927887,0.859966,Keep original,0.883346,0.7
CS,18333,12481,0.028354,0.989856,0.878147,Keep original,0.883346,0.7
CS,18333,12482,0.004241,0.99861,0.882568,Keep original,0.883346,0.7
CS,18333,12483,0.01917,0.992978,0.879831,Keep original,0.883346,0.7
CS,18333,12484,0.001275,0.999684,0.883112,Keep original,0.883346,0.7
CS,18333,12485,0.036473,0.986371,0.876659,Keep original,0.883346,0.7
CS,18333,12486,0.044267,0.983615,0.87523,Keep original,0.883346,0.7
CS,18333,12487,0.203003,0.904947,0.846126,Keep original,0.883346,0.7
CS,18333,12488,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,12489,0.199743,0.89494,0.846724,Keep original,0.883346,0.7
CS,18333,12490,0.057006,0.967542,0.872894,Keep original,0.883346,0.7
CS,18333,12491,0.010231,0.996537,0.88147,Keep original,0.883346,0.7
CS,18333,12492,0.016951,0.994551,0.880238,Keep original,0.883346,0.7
CS,18333,12493,0.010665,0.995525,0.881391,Keep original,0.883346,0.7
CS,18333,12494,0.019506,0.992637,0.87977,Keep original,0.883346,0.7
CS,18333,12495,0.547743,0.510822,0.782919,Accept refinement,0.883346,0.7
CS,18333,12496,0.186788,0.881722,0.849099,Keep original,0.883346,0.7
CS,18333,12497,0.000785,0.999781,0.883202,Keep original,0.883346,0.7
CS,18333,12498,0.195778,0.842247,0.847451,Accept refinement,0.883346,0.7
CS,18333,12499,0.016132,0.993962,0.880388,Keep original,0.883346,0.7
CS,18333,12500,4.8e-05,0.99999,0.883337,Keep original,0.883346,0.7
CS,18333,12501,0.003095,0.999029,0.882779,Keep original,0.883346,0.7
CS,18333,12502,0.003074,0.999168,0.882783,Keep original,0.883346,0.7
CS,18333,12503,0.002957,0.999229,0.882804,Keep original,0.883346,0.7
CS,18333,12504,8.9e-05,0.999983,0.88333,Keep original,0.883346,0.7
CS,18333,12505,0.049275,0.976677,0.874312,Keep original,0.883346,0.7
CS,18333,12506,0.014557,0.995307,0.880677,Keep original,0.883346,0.7
CS,18333,12507,0.038637,0.984958,0.876262,Keep original,0.883346,0.7
CS,18333,12508,0.186671,0.810192,0.849121,Accept refinement,0.883346,0.7
CS,18333,12509,0.678204,0.410318,0.759,Accept refinement,0.883346,0.7
CS,18333,12510,0.000698,0.999827,0.883218,Keep original,0.883346,0.7
CS,18333,12511,0.059926,0.965146,0.872359,Keep original,0.883346,0.7
CS,18333,12512,0.023879,0.992191,0.878968,Keep original,0.883346,0.7
CS,18333,12513,0.242774,0.837461,0.838834,Accept refinement,0.883346,0.7
CS,18333,12514,0.001383,0.999649,0.883093,Keep original,0.883346,0.7
CS,18333,12515,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,12516,0.003463,0.998967,0.882711,Keep original,0.883346,0.7
CS,18333,12517,0.017824,0.993814,0.880078,Keep original,0.883346,0.7
CS,18333,12518,0.036052,0.986872,0.876736,Keep original,0.883346,0.7
CS,18333,12519,0.011325,0.996033,0.88127,Keep original,0.883346,0.7
CS,18333,12520,0.012909,0.995232,0.880979,Keep original,0.883346,0.7
CS,18333,12521,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,12522,0.50758,0.687335,0.790283,Accept refinement,0.883346,0.7
CS,18333,12523,0.294139,0.799409,0.829417,Accept refinement,0.883346,0.7
CS,18333,12524,0.813586,0.261253,0.734178,Accept refinement,0.883346,0.7
CS,18333,12525,0.131995,0.891163,0.859145,Keep original,0.883346,0.7
CS,18333,12526,0.000376,0.999918,0.883277,Keep original,0.883346,0.7
CS,18333,12527,0.039819,0.983913,0.876045,Keep original,0.883346,0.7
CS,18333,12528,0.000325,0.99993,0.883286,Keep original,0.883346,0.7
CS,18333,12529,0.048454,0.978292,0.874462,Keep original,0.883346,0.7
CS,18333,12530,0.145329,0.931482,0.856701,Keep original,0.883346,0.7
CS,18333,12531,0.00711,0.997717,0.882043,Keep original,0.883346,0.7
CS,18333,12532,0.00028,0.999934,0.883295,Keep original,0.883346,0.7
CS,18333,12533,0.001107,0.999713,0.883143,Keep original,0.883346,0.7
CS,18333,12534,0.157421,0.887654,0.854484,Keep original,0.883346,0.7
CS,18333,12535,0.009993,0.996305,0.881514,Keep original,0.883346,0.7
CS,18333,12536,0.0035,0.999027,0.882704,Keep original,0.883346,0.7
CS,18333,12537,0.257725,0.62645,0.836093,Accept refinement,0.883346,0.7
CS,18333,12538,0.032318,0.986752,0.877421,Keep original,0.883346,0.7
CS,18333,12539,0.00054,0.999874,0.883247,Keep original,0.883346,0.7
CS,18333,12540,0.062821,0.968587,0.871828,Keep original,0.883346,0.7
CS,18333,12541,0.045512,0.981643,0.875002,Keep original,0.883346,0.7
